src,hyp,tgt,label,target_word,mis_score
It happened sometime yesterday . What is the meaning of sometime ?,At some time in future,At an indefinite but stated time in the past or future .,Not Hallucination,,0.776269793510437
"Pathologies of soft and skeletal tissues are not taphonomic features , but forensic and paleozoological <define> taphonomists </define> are both interested in modifications to bodily tissues that are perimortem , especially if those modifications reveal the agent or means of mortality .",ician who specializes in taphonomy,One who studies taphonomy.,Not Hallucination,,0.8582406640052795
"We were refreshed with a night ’s good rest , and our journey up went on swimmingly — or <define> climbingly </define> .",Climbingly Adverbally. Climbingly.,In a climbing manner.,Not Hallucination,,0.7313528060913086
I was sorrowed to hear of your loss . What is the meaning of sorrowed ?,To be saddened.,"Made sad , caused to feel sorrow .",Not Hallucination,,0.8503982424736023
"Cheap narrow voiles.—plain color voiles practically are off the market.better grades of voiles usually come in the 39-inch width , . What is the meaning of voile ?",Alternative form voile,"A light , translucent cotton fabric used for making curtains and dresses .",Hallucination,voile,0.20641270279884338
"Rovers arrived in the black country in a certain amount of turmoil with kean winless in his first two matches , including a home defeat to stoke on boxing day , What is the meaning of winless ?",Without winless.,Having never won ; without a win ; unsuccessful .,Not Hallucination,,0.7128904461860657
"It is not possible to improve the policy of MacDonald by mosaic corrections . If centrism comes to power , it will inevitably carry on a <define> MacDonaldite </define> , in other words a capitalist , policy .",An element of MacDonaldism,Characteristic of MacDonaldism.,Not Hallucination,,0.8067832589149475
Revolutionary measures . What is the meaning of revolutionary ?,Having or containing revolutionary measures.,"Of or pertaining to a revolution in government ; tending to , or promoting , revolution",Hallucination,revolutionary,0.473422646522522
"After completion of the first half of the study , subjects returned to sea level for one month to insure <define> deacclimatization </define> .",any process of acclimatization,acclimatization to an original climate or system (after being acclimatized to another),Hallucination,deacclimatization,0.12836726009845734
The plumber joined the two ends of the broken pipe . What is the meaning of join ?,To join together,To connect or combine into one ; to put together .,Not Hallucination,,0.7825301885604858
Her knowledge of world politics was incongruent in someone so young . What is the meaning of incongruent ?,Not congruous,"out of place , incompatible , inharmonious , not congruent",Not Hallucination,,0.8728099465370178
One man has the ascendant over another . What is the meaning of ascendant ?,any who or thing that ascends.,"Being in control ; superiority , or commanding influence ; ascendency .",Hallucination,ascendant,0.20488403737545013
"He had pored over the websites of the different european car manufacturers , wooed at first by the beemers , audis and saabs before admitting we had a restricted budget . he eventually chose an economical but zippy renault hatchback . What is the meaning of zippy ?",Zippy car. A zippy car.,"Quick , speedy .",Not Hallucination,,0.7516413331031799
"“ Thouſands drink in the Love of theſe , together with their Parents milk , and are enamoured on them from their very Cradles ; yet I am ſure the affectations of theſe Arts , can not be derived from Præexiſtence ; they can not poſſibly be any new <define> expergefactions </define> of dormient prepenſions , or refloreſcencies of obſolete and forgotten Cuſtoms , contracted in a ſuperior life ; becauſe there is nothing parallel to them above , about which Præexiſtent Spirits could be buſied : For who is ſo phrantick or fooliſh , as to dream Gardening , Brick - laying , Agriculture , Weaving , & c. Or any callings like them , to be in faſhion in the Celeſtial Countries ? ”",Of experience,An awakening,Hallucination,expergefactions,0.15092356503009796
"I have a dream that my four little children will one day live in a nation where they will not be judged by the color of their skin , but by the content of their character . i have a dream today ! What is the meaning of dream ?",Someone's dream,A hope or wish .,Not Hallucination,,0.7110079526901245
Lyden : that was wonderful . could i read just what is the refrain here in english ? ms-consoli : yeah . lyden : look into my eyes . take off all falsehood . the aura of pureness reveals fiendish anomalies . and you know what i mean . What is the meaning of falsehood ?,(transitive),"Mendacity , deceitfulness ; the trait of a person who is mendacious and deceitful .",Hallucination,falsehood,0.15948329865932465
"The tragedy is that the compromise bill was written to bring these restrictionists along , with punitive , detestable provisions that many supporters of comprehensive reform agreed to endorse for the sake of a `` grand bargain . '' What is the meaning of restrictionist ?",any who or thing that restricts or limits.,A supporter of placing restrictions on something .,Hallucination,restrictionist,0.28364184498786926
"This man finally fell a victim to his diplomacies , perhaps also to his imprudences . What is the meaning of imprudence ?",Alternative form of imprudence,An imprudent act .,Hallucination,imprudence,0.2537863850593567
"Abnormal function [ of the temporomandibular joint ] , in turn , may be the result of a structural problem such as dental malocclusion or a functional problem such as bruxism ( clenching and grinding of the teeth ) . What is the meaning of bruxism ?",The act of clenching or grinding one's teeth.,"The habit or practice of grinding the teeth , as while sleeping , or due to stress or certain drugs .",Hallucination,bruxism,0.42421650886535645
